"MS.Zoning","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Exterior.1st","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Fence","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",25485,"NP","Irreg","Lvl","CulDSac","Gtl","Crawfor","Norm","1Fam","1Story",6,4,1960,1960,"Gable","Wood","Brick",423,"TA","TA","CBlock","TA",1560,"TA","Y","SBrkr",1560,0,0,1,1,3,1,"TA",6,"Typ",3,"TA","Attchd",2,580,"Y",0,75,584,0,0,0,"NP",0,5,2007,"WD ","Normal",201000
"RL",21579,"NP","Irreg","Lvl","CulDSac","Gtl","Crawfor","Norm","1Fam","1Story",6,6,1968,1968,"Hip","HdBoard","None",0,"TA","TA","PConc","Gd",1488,"Ex","Y","SBrkr",1488,0,1,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",2,552,"Y",0,0,216,0,0,0,"NP",0,9,2007,"WD ","Normal",215000
"RL",17871,"NP","Irreg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story",4,5,1995,1996,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",1680,"Gd","Y","SBrkr",1680,0,0,2,0,4,1,"Gd",7,"Typ",0,"NP","Attchd",2,628,"Y",152,0,0,0,0,0,"NP",0,6,2007,"WD ","Normal",170000
"RL",20693,"NP","Irreg","NonLvl","Corner","Gtl","Crawfor","Norm","1Fam","1Story",7,5,1971,1971,"Gable","Plywood","Brick",652,"TA","TA","CBlock","Gd",1696,"Ex","Y","SBrkr",1696,0,0,2,0,3,1,"TA",7,"Typ",2,"TA","Attchd",2,625,"Y",0,146,0,0,0,0,"GdWo",0,2,2007,"WD ","Normal",198000
"RL",18044,"NP","Irreg","NonLvl","CulDSac","Gtl","Crawfor","Norm","1Fam","1Story",8,5,1986,1986,"Gable","Wood","None",0,"Gd","TA","CBlock","Gd",279,"Gd","Y","SBrkr",2726,0,0,2,1,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2,691,"Y",216,64,169,0,0,228,"NP",0,8,2007,"WD ","Normal",315000
"RM",8500,"NP","Reg","Lvl","Corner","Gtl","Other","Street","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","None",0,"TA","TA","CBlock","TA",793,"TA","N","FuseF",1517,0,0,2,0,3,1,"TA",7,"Typ",0,"NP","NP",0,0,"N",0,0,144,0,0,0,"NP",0,8,2007,"WD ","Normal",115000
"RM",7000,"NP","Reg","Lvl","Corner","Gtl","Other","Norm","1Fam","1.5Fin",6,7,1940,1950,"Gable","Wood","None",0,"TA","TA","BrkTil","TA",720,"Gd","Y","FuseA",1215,0,0,1,0,3,1,"Gd",6,"Typ",0,"NP","Detchd",2,720,"Y",0,0,30,0,0,0,"MnPrv",0,5,2007,"WD ","Normal",141000
"RM",7288,"NP","Reg","Lvl","Inside","Gtl","Other","Street","1Fam","1.5Fin",5,7,1925,2003,"Gable","VinylSd","None",0,"Gd","Gd","BrkTil","TA",936,"Ex","Y","SBrkr",1601,0,0,2,0,3,1,"TA",6,"Typ",0,"NP","NP",0,0,"N",0,0,0,176,0,0,"NP",0,9,2007,"WD ","Normal",129850
"RM",3672,"NP","Reg","Lvl","Inside","Gtl","Other","Street","1Fam","1Story",5,7,1922,1950,"Gable","Stucco","None",0,"TA","TA","BrkTil","TA",816,"Ex","Y","SBrkr",816,0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",1,100,"N",0,0,96,0,0,0,"NP",0,9,2007,"WD ","Normal",75200
"RM",8263,"NP","Reg","NonLvl","Inside","Sloped","Other","Norm","1Fam","1Story",6,5,1920,1950,"Gable","Brick","None",0,"TA","TA","BrkTil","TA",1012,"TA","Y","FuseA",1012,0,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Detchd",1,308,"Y",0,22,112,0,0,0,"MnPrv",0,5,2007,"WD ","Normal",118400
"RM",13710,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","Wood","None",0,"TA","TA","CBlock","TA",910,"TA","Y","FuseA",1558,0,0,1,1,4,1,"TA",6,"Typ",0,"NP","Attchd",1,282,"Y",289,0,0,0,0,0,"MnPrv",0,6,2007,"WD ","Normal",152000
"RM",11067,"NP","Reg","Lvl","Corner","Gtl","Other","Norm","1Fam","1.5Fin",2,4,1939,1950,"Gable","MetalSd","None",0,"TA","TA","BrkTil","NP",0,"Ex","Y","SBrkr",845,0,0,1,0,1,1,"TA",4,"ATyp",0,"NP","Detchd",1,256,"N",48,0,0,0,0,0,"NP",0,3,2007,"WD ","Normal",68104
"RM",5568,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",8,5,2006,2007,"Hip","CemntBd","Stone",473,"Gd","TA","PConc","Gd",1573,"Gd","Y","SBrkr",1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2,495,"Y",123,0,0,0,153,0,"NP",0,10,2007,"New","Partial",375000
"RM",4750,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",8,5,2006,2007,"Hip","VinylSd","Stone",481,"Gd","TA","PConc","Gd",1573,"Ex","Y","SBrkr",1625,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2,538,"Y",123,0,0,0,153,0,"NP",0,12,2007,"WD ","Family",235000
"RL",12150,"NP","Irreg","NonLvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SFoyer",6,6,1979,1979,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",1001,"TA","Y","SBrkr",1299,1,0,2,0,2,1,"Gd",5,"Typ",1,"Po","BuiltIn",2,486,"Y",84,0,222,0,0,0,"MnPrv",0,1,2007,"WD ","Normal",183500
"RL",7540,"NP","Irreg","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","VinylSd","None",0,"TA","TA","CBlock","Gd",888,"Ex","Y","SBrkr",912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",2,470,"Y",0,0,0,0,192,0,"MnPrv",0,6,2007,"WD ","Normal",156000
"RL",9187,"NP","Reg","NonLvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",6,5,1983,1983,"Gable","VinylSd","None",0,"TA","Gd","PConc","TA",1084,"TA","Y","SBrkr",1080,0,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",2,484,"Y",120,0,158,0,0,0,"NP",0,6,2007,"WD ","Normal",134000
"RL",10000,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,5,2002,2002,"Gable","VinylSd","Brick",166,"Gd","TA","PConc","Gd",1441,"Ex","Y","SBrkr",1392,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",3,650,"Y",168,49,0,0,0,0,"NP",0,12,2007,"WD ","Normal",215000
"RL",12864,"NP","Irreg","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1409,"Ex","Y","SBrkr",1409,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2,576,"Y",0,144,0,0,145,0,"NP",0,7,2007,"WD ","Normal",245000
"RL",9928,"NP","Irreg","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",7,5,1991,1992,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",1454,"TA","Y","SBrkr",1478,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,506,"Y",114,22,0,0,0,0,"NP",0,5,2007,"WD ","Normal",210000
"RL",8750,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SLvl",7,6,1975,1975,"Gable","Plywood","Stone",50,"TA","TA","CBlock","TA",852,"TA","Y","SBrkr",918,0,1,1,0,3,0,"TA",4,"Typ",0,"NP","Attchd",1,360,"Y",192,84,0,0,0,0,"NP",0,3,2007,"WD ","Normal",148000
"RL",8410,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer",6,6,1974,1974,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",970,"TA","Y","SBrkr",1026,1,0,1,0,2,1,"TA",5,"Typ",1,"Po","Attchd",2,528,"Y",193,0,0,0,0,0,"NP",0,4,2007,"WD ","Normal",143000
"RL",4054,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",7,6,1987,1987,"Gable","VinylSd","Brick",352,"Gd","TA","BrkTil","Gd",1501,"Ex","Y","SBrkr",1501,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",2,512,"Y",240,0,0,0,0,0,"NP",0,10,2007,"WD ","Normal",244000
"RL",16905,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",5,6,1959,1959,"Gable","VinylSd","None",0,"TA","Gd","CBlock","TA",1350,"Gd","Y","SBrkr",1328,0,1,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1,308,"Y",0,104,0,0,0,0,"NP",0,7,2007,"WD ","Normal",170000
"RL",19958,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",6,8,1958,1995,"Hip","HdBoard","Brick",1224,"TA","Gd","CBlock","TA",585,"Gd","Y","SBrkr",2279,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",2,461,"Y",274,0,0,0,138,0,"GdPrv",0,7,2007,"WD ","Normal",257000
"RL",8368,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",7,5,2006,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1689,"Ex","Y","SBrkr",1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,433,"Y",100,39,0,0,0,0,"NP",0,4,2007,"New","Partial",231713
"RL",8298,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2007,"Hip","VinylSd","None",0,"Gd","TA","PConc","Gd",1546,"Ex","Y","SBrkr",1564,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2,502,"Y",132,0,0,0,0,0,"NP",0,9,2007,"New","Partial",267300
"RL",9037,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","Brick",32,"Gd","TA","PConc","Gd",1476,"Ex","Y","SBrkr",1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2,472,"Y",120,33,0,0,0,0,"NP",0,12,2007,"WD ","Normal",265900
"RL",10991,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","Brick",80,"Gd","TA","PConc","Gd",1571,"Ex","Y","SBrkr",1571,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,722,"Y",100,36,0,0,0,0,"NP",0,12,2007,"New","Partial",239000
"RL",10656,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","Stone",274,"Gd","TA","PConc","Gd",1638,"Ex","Y","SBrkr",1646,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",3,870,"Y",192,80,0,0,0,0,"NP",0,11,2007,"New","Partial",248900
"RL",10331,"NP","Reg","Lvl","CulDSac","Gtl","Other","Norm","1Fam","1Story",7,7,1985,1985,"Gable","Plywood","None",0,"TA","TA","CBlock","Gd",1265,"Gd","Y","SBrkr",1240,0,1,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,528,"Y",232,0,0,0,0,0,"NP",0,7,2007,"WD ","Normal",174000
"RL",13758,"NP","Irreg","Lvl","CulDSac","Gtl","Other","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","HdBoard","Brick",117,"Gd","Gd","CBlock","Gd",1156,"Ex","Y","SBrkr",1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,400,"Y",168,36,0,0,0,0,"NP",0,4,2007,"WD ","Normal",187500
"RL",9303,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","2Story",6,5,1996,1997,"Hip","VinylSd","Brick",42,"Gd","TA","PConc","Ex",872,"Ex","Y","SBrkr",1756,1,0,2,1,3,1,"TA",7,"Typ",0,"NP","Attchd",2,422,"Y",144,122,0,0,0,0,"NP",0,7,2007,"WD ","Normal",204000
"RL",6718,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2001,2001,"Gable","VinylSd","Brick",86,"Gd","TA","PConc","Ex",1267,"Ex","Y","SBrkr",1312,0,0,2,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,471,"Y",256,28,0,0,0,0,"NP",0,1,2007,"WD ","Normal",180500
"RL",9590,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","SLvl",7,5,2003,2003,"Gable","VinylSd","Brick",442,"Gd","TA","PConc","Ex",868,"Ex","Y","SBrkr",1146,1,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2,438,"Y",160,22,0,0,0,0,"NP",0,5,2007,"WD ","Normal",187500
"RL",11305,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","Brick",886,"Gd","TA","PConc","Gd",1922,"Ex","Y","SBrkr",1922,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",3,692,"Y",201,64,0,0,0,0,"NP",0,4,2007,"WD ","Normal",282000
"RL",7777,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",6,5,1996,1996,"Gable","VinylSd","Brick",203,"Gd","TA","PConc","Ex",1491,"Ex","Y","SBrkr",1491,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",2,571,"Y",0,35,0,0,0,0,"NP",0,11,2007,"WD ","Normal",178000
"RL",14536,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2002,2003,"Hip","VinylSd","Brick",236,"Gd","TA","PConc","Gd",1616,"Ex","Y","SBrkr",1629,1,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",3,808,"Y",0,252,0,0,0,0,"NP",0,11,2007,"WD ","Normal",270000
"RL",11800,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","Brick",94,"Gd","TA","PConc","Gd",1122,"Ex","Y","SBrkr",2486,1,0,3,1,5,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2,452,"Y",143,32,0,0,0,0,"NP",0,7,2007,"WD ","Normal",279900
"RL",35133,"NP","Reg","Lvl","Inside","Sloped","Other","Norm","1Fam","1Story",5,4,1963,1963,"Hip","MetalSd","Brick",226,"TA","TA","CBlock","TA",1572,"Gd","Y","SBrkr",1572,1,0,1,1,3,1,"TA",5,"Typ",2,"TA","Other",3,995,"Y",0,263,0,0,263,0,"NP",0,5,2007,"WD ","Normal",186700
"RL",15306,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","Stone",100,"Gd","TA","PConc","Ex",1732,"Ex","Y","SBrkr",1776,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,712,"Y",0,0,0,0,0,0,"NP",0,5,2007,"New","Partial",283463
"RL",12665,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",8,5,2005,2006,"Hip","VinylSd","Brick",245,"Gd","TA","PConc","Gd",1094,"Ex","Y","SBrkr",2482,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",3,642,"Y",144,39,0,0,0,0,"NP",0,2,2007,"WD ","Normal",281213
"RL",8402,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Street","1Fam","1Story",5,5,2007,2007,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",1120,"Ex","Y","SBrkr",1120,0,0,1,0,3,1,"TA",6,"Typ",0,"NP","NP",0,0,"Y",0,30,0,0,0,0,"NP",0,12,2007,"New","Partial",147000
"RL",43500,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Street","1Fam","1Story",3,5,1953,1953,"Gable","MetalSd","None",0,"TA","TA","CBlock","NP",0,"Ex","Y","SBrkr",2034,0,0,1,0,2,1,"TA",9,"ATyp",0,"NP","Other",4,1041,"N",483,266,0,0,0,561,"GdPrv",0,6,2007,"WD ","Normal",130000
"RM",6710,"NP","Irreg","Lvl","FR","Gtl","Mitchel","Norm","townhouse","SFoyer",6,5,1996,1997,"Gable","VinylSd","Brick",134,"TA","TA","PConc","Ex",920,"Ex","Y","SBrkr",936,2,0,0,1,0,1,"TA",3,"Typ",0,"NP","Attchd",2,460,"Y",0,40,0,0,0,0,"NP",0,6,2007,"WD ","Normal",140000
"RL",25286,"NP","Reg","NonLvl","Inside","Sloped","Mitchel","Norm","1Fam","1Story",4,5,1963,1963,"Gable","HdBoard","None",0,"TA","TA","PConc","TA",1064,"Gd","Y","SBrkr",1040,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",2,648,"Y",0,0,0,0,0,0,"NP",0,1,2007,"WD ","Normal",132250
"RL",25000,"NP","Reg","NonLvl","Inside","Gtl","Mitchel","Norm","multifam","1Story",5,4,1967,1967,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",1632,"TA","Y","SBrkr",1632,0,0,2,0,4,2,"TA",8,"Typ",0,"NP","Attchd",2,576,"Y",0,0,0,0,0,0,"NP",0,6,2007,"WD ","Normal",143000
"RL",32463,"NP","Reg","NonLvl","Inside","Sloped","Mitchel","Norm","multifam","1Story",4,4,1961,1975,"Gable","MetalSd","Stone",149,"TA","Gd","CBlock","TA",1249,"Ex","Y","SBrkr",1622,1,0,1,0,3,1,"TA",7,"Typ",1,"TA","Other",4,1356,"Y",439,0,0,0,0,0,"NP",0,3,2007,"WD ","Normal",168000
"RM",4224,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",5,7,1976,1976,"Gable","CemntBd","None",0,"TA","TA","PConc","Gd",1040,"TA","Y","SBrkr",1060,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,572,"Y",100,110,0,0,0,0,"NP",0,6,2007,"WD ","Normal",129900
"RM",4224,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",5,5,1976,1976,"Gable","CemntBd","None",0,"TA","TA","PConc","Gd",1142,"TA","Y","SBrkr",1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",2,528,"Y",536,90,0,0,0,0,"MnPrv",0,8,2007,"WD ","Normal",134000
"RM",1504,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,4,1972,1972,"Gable","CemntBd","None",0,"TA","TA","CBlock","TA",546,"TA","Y","SBrkr",1092,0,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",1,253,"Y",0,0,0,0,0,0,"NP",0,5,2007,"WD ","Normal",85500
"RM",1533,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SLvl",4,5,1970,1970,"Gable","CemntBd","None",0,"TA","TA","CBlock","Gd",530,"TA","Y","SBrkr",992,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","BuiltIn",1,297,"Y",112,97,0,0,0,0,"NP",0,7,2007,"WD ","Normal",106500
"RM",1495,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,6,1970,1970,"Gable","CemntBd","Brick",189,"TA","TA","CBlock","TA",546,"Ex","Y","SBrkr",1092,0,0,1,1,3,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",0,64,0,0,0,0,"NP",0,5,2007,"WD ","Normal",93900
"RM",2001,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,5,1970,1970,"Gable","CemntBd","Brick",80,"TA","TA","CBlock","TA",546,"Ta","Y","SBrkr",1092,0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",1,286,"Y",0,0,0,0,0,0,"NP",0,1,2007,"WD ","Normal",75000
"RM",1936,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SFoyer",4,6,1970,1970,"Gable","CemntBd","None",0,"TA","TA","CBlock","Gd",630,"Gd","Y","SBrkr",630,1,0,1,0,1,1,"TA",3,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,0,"MnPrv",0,12,2007,"WD ","Normal",84500
"RM",1890,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,3,1976,1976,"Gable","CemntBd","None",0,"TA","TA","CBlock","TA",546,"Ex","Y","SBrkr",1092,0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",1,286,"Y",0,0,0,0,0,0,"GdWo",0,4,2007,"Oth","Normal",75190
"RL",11333,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",1029,"TA","Y","SBrkr",1062,1,0,1,0,3,1,"TA",5,"Typ",2,"TA","Attchd",2,539,"Y",120,0,0,0,0,0,"NP",0,5,2007,"WD ","Normal",146800
"RL",9129,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,5,1977,1977,"Gable","Plywood","Brick",144,"TA","TA","PConc","Gd",923,"TA","Y","SBrkr",1008,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",2,678,"Y",201,66,0,0,0,0,"MnPrv",0,7,2007,"WD ","Normal",153500
"RL",15957,"NP","Irreg","NonLvl","Corner","Sloped","Mitchel","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",1244,"TA","Y","SBrkr",1356,2,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,528,"Y",1424,0,0,0,0,0,"MnPrv",0,9,2007,"WD ","Normal",188000
"RL",33983,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1977,1994,"Gable","Plywood","None",0,"TA","TA","PConc","TA",1160,"TA","Y","SBrkr",1676,1,0,1,1,3,1,"Gd",6,"ATyp",2,"TA","Attchd",2,672,"Y",690,90,0,0,0,0,"GdPrv",0,5,2007,"WD ","Normal",196000
"RL",8286,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","2Story",5,7,1977,1977,"Gable","Plywood","None",0,"TA","TA","PConc","Gd",716,"Ex","Y","SBrkr",1432,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",2,531,"Y",0,136,0,0,240,0,"GdPrv",0,6,2007,"WD ","Normal",157000
"RL",6723,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,7,1971,1971,"Gable","Wood","None",0,"TA","TA","CBlock","Gd",796,"TA","Y","SBrkr",796,0,1,1,0,2,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",129,0,0,0,0,0,"GdWo",0,9,2007,"WD ","Normal",138000
"RL",7244,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,7,1970,1970,"Gable","VinylSd","None",0,"TA","Gd","CBlock","Gd",768,"Ex","Y","SBrkr",768,1,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",2,624,"Y",104,0,0,0,0,0,"NP",0,4,2007,"WD ","Normal",129500
"RL",7599,"NP","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",4,6,1982,2006,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",845,"TA","Y","SBrkr",845,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",2,360,"Y",0,0,0,0,0,0,"NP",0,6,2007,"WD ","Normal",129500
"RL",11000,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1976,2003,"Gable","Plywood","None",0,"TA","TA","PConc","Gd",1090,"TA","Y","SBrkr",1178,1,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",2,502,"Y",0,44,0,0,88,0,"MnPrv",0,6,2007,"WD ","Normal",135000
"RL",8314,"NP","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1982,1982,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",816,"TA","Y","SBrkr",816,0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Attchd",1,264,"Y",168,0,0,0,0,0,"NP",0,6,2007,"WD ","Normal",124500
"RL",11625,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1983,1983,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",816,"TA","Y","SBrkr",816,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,264,"Y",330,0,0,0,0,0,"MnPrv",0,5,2007,"WD ","Normal",139000
"RL",10712,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,5,1991,1992,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",974,"TA","Y","SBrkr",974,0,0,1,0,3,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",0,28,0,0,0,0,"MnPrv",0,9,2007,"Oth","Abnorml",93500
"RL",10447,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1984,1984,"Gable","Plywood","None",0,"TA","TA","CBlock","TA",864,"TA","Y","SBrkr",887,0,1,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,288,"Y",140,0,0,0,0,0,"NP",0,12,2007,"WD ","Normal",124500
"RL",11027,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1954,1954,"Hip","Wood","Stone",28,"TA","TA","CBlock","TA",1178,"Gd","Y","SBrkr",1293,1,0,2,0,2,1,"TA",5,"Typ",0,"NP","Attchd",2,452,"Y",280,0,0,0,0,0,"NP",0,5,2006,"WD ","Normal",149900
"RL",10533,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1956,1956,"Hip","VinylSd","Brick",244,"TA","Gd","CBlock","TA",1008,"TA","Y","SBrkr",1024,1,0,1,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1,313,"Y",0,0,0,0,280,0,"NP",0,8,2006,"WD ","Normal",157500
"RL",11765,"NP","Irreg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,5,1957,1957,"Gable","Wood","Stone",302,"TA","TA","CBlock","TA",1617,"Ta","Y","SBrkr",1797,0,0,1,1,3,1,"TA",7,"Typ",1,"TA","Attchd",3,963,"Y",0,0,0,0,0,0,"NP",0,6,2006,"WD ","Normal",169000
