"MS.Zoning","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Mas.Vnr.Type","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",9370,"Pave","NP","IR2","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1993,"Gable","CompShg","HdBoard","None","Gd","TA","PConc","Gd",836,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,462,"Y",307,85,0,0,224,"NP","NP","Othr",3000,10,2006,"WD ","Family",248500
"RL",7175,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1991,"Gable","CompShg","Plywood","None","Gd","TA","PConc","Gd",1398,"GasA","Gd","Y","SBrkr",1,0,2,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,542,"Y",0,46,0,0,0,"NP","MnPrv","NP",0,7,2006,"WD ","Normal",172000
"RL",7175,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1991,"Gable","CompShg","Plywood","None","Gd","TA","PConc","Gd",1217,"GasA","Gd","Y","SBrkr",0,0,2,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,484,"Y",0,64,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",151000
"RL",9019,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","2Story",6,5,1994,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",636,"GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,472,"Y",0,40,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",150000
"RH",8900,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",1056,"GasA","TA","Y","SBrkr",1,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",1,384,"Y",0,42,0,0,0,"NP","MnPrv","NP",0,11,2006,"WD ","Normal",107000
"RH",7800,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",5,5,1965,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",828,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Detchd",1,300,"Y",421,0,0,0,0,"NP","MnPrv","NP",0,7,2006,"WD ","Abnorml",119900
"RL",9100,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,4,1962,"Hip","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","TA",988,"GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Detchd",2,624,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",129500
"RM",9100,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1Story",5,5,1963,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1728,"GasA","TA","Y","SBrkr",1,0,2,0,6,2,"TA",10,"Typ",0,"NP","Detchd",2,504,"Y",0,0,0,0,0,"NP","NP","NP",0,11,2006,"ConLI","Abnorml",125000
"RM",8927,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1.5Fin",6,6,1977,"Gable","CompShg","VinylSd","None","TA","Gd","CBlock","NP",0,"GasA","TA","Y","SBrkr",0,0,2,0,4,2,"TA",10,"Typ",0,"NP","Attchd",2,528,"Y",0,0,0,0,0,"NP","NP","NP",0,8,2006,"WD ","Normal",119500
"RL",9240,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,2002,"Hip","CompShg","HdBoard","None","TA","TA","CBlock","TA",864,"GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"TA",6,"Min1",1,"TA","Detchd",2,576,"Y",161,0,0,0,0,"NP","MnPrv","NP",0,3,2006,"WD ","Normal",144000
"RL",8471,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1995,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","Gd",506,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,492,"Y",292,12,0,0,0,"NP","GdWo","NP",0,7,2006,"WD ","Normal",151000
"RL",9308,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRNe","Norm","1Fam","1Story",5,5,1965,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",984,"GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,310,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,7,2006,"WD ","Normal",126000
"RL",8450,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,6,1968,"Gable","CompShg","Plywood","BrkFace","TA","TA","CBlock","TA",882,"GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,294,"Y",0,155,0,0,0,"NP","MnPrv","NP",0,11,2006,"COD","Normal",116000
"RL",8638,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,6,1963,"Gable","CompShg","HdBoard","None","TA","TA","PConc","TA",925,"GasA","Gd","Y","SBrkr",1,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",2,484,"Y",203,74,0,0,0,"NP","NP","NP",0,10,2006,"WD ","Normal",133500
"RL",13052,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",1024,"GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",1,308,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,1,2006,"WD ","Normal",120875
"RL",13526,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",935,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,288,"Y",180,0,0,0,0,"NP","MnPrv","NP",0,11,2006,"WD ","Normal",137000
"RL",8020,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1964,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",912,"GasA","TA","N","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,"NP","GdWo","NP",0,4,2006,"WD ","Normal",124000
"RL",6993,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1994,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",912,"GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1,288,"Y",0,0,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",135000
"RL",8789,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",912,"GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1,288,"Y",64,0,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",129200
"RL",14330,"Pave","NP","IR1","Low","AllPub","Corner","Gtl","Veenker","Norm","Norm","1Fam","SLvl",7,4,1974,"Gable","CompShg","WdShing","BrkFace","Gd","Fa","CBlock","Gd",1748,"GasA","Gd","Y","SBrkr",1,2,2,0,3,1,"Gd",9,"Mod",4,"TA","Attchd",2,550,"Y",641,100,0,0,0,"Gd","GdPrv","NP",0,1,2006,"WD ","Normal",260000
"RL",16059,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1992,"Hip","CompShg","HdBoard","BrkFace","Gd","TA","CBlock","Gd",1288,"GasA","Ex","Y","SBrkr",0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",2,462,"Y",127,82,0,0,0,"NP","NP","NP",0,4,2006,"WD ","Normal",260000
"RL",11025,"Pave","NP","Reg","HLS","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,"Gable","CompShg","HdBoard","BrkFace","Gd","TA","PConc","Ex",1334,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",9,"Typ",3,"TA","Attchd",3,888,"Y",177,208,186,0,0,"NP","NP","NP",0,10,2006,"WD ","Normal",334000
"RL",14541,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1993,"Gable","CompShg","MetalSd","None","Gd","Gd","PConc","Gd",1338,"GasA","Ex","Y","SBrkr",1,0,2,1,5,1,"Gd",10,"Typ",1,"TA","Attchd",3,796,"Y",209,55,0,0,0,"NP","NP","NP",0,11,2006,"WD ","Abnorml",310000
"RL",13346,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,2000,"Gable","CompShg","HdBoard","None","Gd","TA","PConc","Gd",1095,"GasA","Ex","Y","SBrkr",1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",2,590,"Y",0,40,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",268000
"RL",12461,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1995,"Gable","CompShg","ImStucc","None","Gd","TA","PConc","Gd",1624,"GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd",3,757,"Y",0,114,192,0,0,"NP","GdPrv","NP",0,7,2006,"WD ","Normal",262000
"FV",3628,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2004,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",1143,"GasA","Ex","Y","SBrkr",0,0,1,1,1,1,"Gd",5,"Typ",1,"Gd","Attchd",2,588,"Y",0,191,0,0,0,"NP","NP","NP",0,5,2006,"WD ","Normal",176400
"FV",3316,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2005,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",1247,"GasA","Ex","Y","SBrkr",1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd",2,550,"Y",0,84,0,0,0,"NP","NP","NP",0,4,2006,"WD ","Normal",197000
"FV",3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,"Gable","CompShg","MetalSd","None","TA","TA","PConc","Gd",600,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,166,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",151000
"FV",2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",600,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,166,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",147400
"FV",2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",600,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,166,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",149900
"FV",3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",600,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,480,"Y",0,166,0,0,0,"NP","NP","NP",0,4,2006,"WD ","Abnorml",144152
"FV",2998,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,"Gable","CompShg","MetalSd","BrkFace","Gd","TA","PConc","Gd",756,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,440,"Y",0,32,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",166000
"FV",3735,"Pave","NP","Reg","Lvl","AllPub","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,"Hip","CompShg","MetalSd","BrkFace","Gd","TA","PConc","Gd",691,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Detchd",2,506,"Y",0,34,0,0,0,"NP","NP","NP",0,3,2006,"WD ","Normal",183900
"FV",2651,"Pave","NP","Reg","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2000,"Gable","CompShg","MetalSd","None","Gd","TA","PConc","Gd",673,"GasA","Ex","Y","SBrkr",1,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Detchd",2,490,"Y",153,50,0,0,0,"NP","NP","NP",0,4,2006,"WD ","Normal",165000
"FV",4447,"Pave","NP","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2003,"Gable","CompShg","VinylSd","None","Gd","TA","PConc","Gd",530,"GasA","Ex","Y","SBrkr",0,0,2,1,2,1,"Gd",4,"Typ",0,"NP","Attchd",2,496,"Y",0,50,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",139000
"FV",8314,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,1998,"Hip","CompShg","Wd Sdng","None","Gd","TA","PConc","Gd",569,"GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","BuiltIn",1,434,"Y",0,382,0,0,110,"NP","GdPrv","NP",0,11,2006,"WD ","Normal",200000
"FV",7180,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2002,"Gable","CompShg","CemntBd","None","Gd","TA","PConc","Gd",1568,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,564,"Y",0,266,0,0,0,"NP","NP","NP",0,9,2006,"WD ","Normal",221000
"RL",9549,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1996,"Hip","CompShg","BrkFace","None","Gd","Gd","PConc","Gd",1494,"GasA","Ex","Y","SBrkr",1,0,1,1,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2,481,"Y",0,30,0,0,216,"NP","NP","NP",0,4,2006,"WD ","Normal",270000
"RL",11250,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1977,"Gable","CompShg","Plywood","None","Gd","TA","CBlock","Gd",1208,"GasA","TA","Y","SBrkr",1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",2,546,"Y",198,42,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Normal",165000
"RL",3760,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1980,"Gable","CompShg","Wd Sdng","None","Gd","TA","CBlock","Gd",1235,"GasA","Gd","Y","SBrkr",1,0,1,0,1,1,"TA",4,"Typ",3,"TA","Attchd",2,484,"Y",133,78,0,0,0,"NP","NP","NP",0,5,2006,"WD ","Normal",214000
"RL",3640,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1980,"Gable","CompShg","Wd Sdng","None","Gd","TA","CBlock","Gd",1036,"GasA","TA","Y","SBrkr",1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Detchd",2,484,"Y",133,108,0,0,0,"NP","NP","NP",0,9,2006,"WD ","Normal",188000
"RL",3874,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","TwnhsE","1Story",8,5,1980,"Gable","CompShg","Wd Sdng","None","Gd","TA","CBlock","Gd",1226,"GasA","TA","Y","SBrkr",1,0,1,0,1,1,"Gd",4,"Typ",1,"Fa","Attchd",2,484,"Y",133,78,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",190000
"RL",3876,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,5,1978,"Gable","CompShg","Wd Sdng","None","Gd","TA","CBlock","Gd",1226,"GasA","TA","Y","SBrkr",1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",2,484,"Y",133,60,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",170000
"RL",50271,"Pave","NP","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1987,"Gable","WdShngl","WdShing","None","Gd","TA","CBlock","Ex",1842,"GasA","Gd","Y","SBrkr",2,0,0,1,0,1,"Gd",5,"Typ",1,"Gd","Attchd",3,894,"Y",857,72,0,0,0,"NP","NP","NP",0,11,2006,"WD ","Normal",385000
"RL",13110,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","RRAn","Feedr","2fmCon","1Story",5,6,1972,"Gable","CompShg","Plywood","BrkFace","TA","TA","CBlock","Gd",1153,"GasA","Ex","Y","SBrkr",1,0,2,0,2,1,"TA",6,"Typ",0,"NP","Attchd",2,501,"Y",140,153,0,0,0,"NP","MnPrv","NP",0,7,2006,"WD ","Normal",146500
"RL",10192,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",7,6,1992,"Gable","CompShg","MetalSd","BrkFace","TA","TA","CBlock","TA",570,"GasA","Gd","Y","SBrkr",0,0,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd",2,487,"Y",0,98,0,0,0,"NP","GdPrv","NP",0,9,2006,"WD ","Normal",170000
"RL",20781,"Pave","NP","IR2","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","1Story",7,7,2003,"Hip","CompShg","BrkFace","None","TA","TA","CBlock","TA",1568,"GasA","TA","Y","SBrkr",0,0,2,0,3,1,"TA",9,"Typ",1,"Gd","Attchd",2,508,"Y",0,80,0,290,0,"NP","NP","NP",0,6,2006,"WD ","Normal",262500
"RL",11700,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",708,"GasA","Gd","Y","SBrkr",0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,776,"Y",0,169,0,0,119,"NP","NP","NP",0,5,2006,"WD ","Normal",179900
"RL",11029,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1984,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1054,"GasA","TA","Y","SBrkr",1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",2,619,"Y",0,65,0,0,222,"NP","NP","NP",0,8,2006,"WD ","Normal",250000
"RL",10400,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",732,"GasA","Gd","Y","SBrkr",1,0,1,2,4,1,"TA",8,"Min2",1,"TA","Attchd",2,484,"Y",148,0,0,0,147,"NP","NP","NP",0,11,2006,"WD ","Normal",165150
"RL",10140,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,6,1967,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1334,"GasA","Gd","Y","SBrkr",1,0,2,0,3,1,"TA",7,"Typ",0,"NP","Attchd",2,477,"Y",0,20,35,0,264,"NP","NP","NP",0,4,2006,"WD ","Normal",164500
"RL",9600,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1969,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1164,"GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",2,528,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2006,"COD","Normal",140000
"RL",9750,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,"Gable","CompShg","VinylSd","None","TA","TA","PConc","TA",980,"GasA","Gd","Y","SBrkr",0,0,2,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,384,"Y",68,0,0,0,0,"NP","NP","NP",0,10,2006,"WD ","Normal",135500
"RL",9600,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",1051,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,504,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",142000
"RL",8640,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,5,1968,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","Gd",900,"GasA","Ex","Y","SBrkr",1,0,1,1,4,1,"TA",7,"Typ",0,"NP","Attchd",2,530,"Y",0,60,0,0,270,"NP","NP","Shed",455,6,2006,"WD ","Normal",155000
"RL",9360,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,2004,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",976,"GasA","TA","Y","SBrkr",1,0,1,0,2,1,"Gd",4,"Typ",1,"Fa","Attchd",2,504,"Y",94,0,0,0,0,"NP","NP","NP",0,8,2006,"WD ","Abnorml",157500
"RL",8400,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1052,"GasA","Gd","Y","SBrkr",1,0,1,1,3,1,"TA",5,"Typ",0,"NP","Attchd",1,288,"Y",356,0,0,0,0,"NP","GdWo","NP",0,11,2006,"WD ","Normal",138500
"RL",8400,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",5,6,1968,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","Gd",833,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,326,"Y",143,0,0,0,0,"NP","NP","NP",0,8,2006,"WD ","Normal",140000
"RL",9759,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,"Gable","CompShg","Plywood","None","TA","TA","CBlock","TA",1051,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,264,"Y",182,88,0,0,0,"NP","NP","NP",0,3,2006,"WD ","Normal",124400
"RL",9600,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1967,"Gable","CompShg","MetalSd","BrkFace","TA","TA","PConc","TA",1141,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,568,"Y",0,78,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",158000
"RL",9230,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,8,1998,"Hip","CompShg","MetalSd","BrkFace","TA","TA","CBlock","TA",864,"GasA","Gd","Y","SBrkr",1,0,1,1,1,1,"Gd",6,"Typ",0,"NP","Detchd",2,884,"Y",0,64,0,0,0,"NP","MnPrv","NP",0,10,2006,"WD ","Normal",146000
"RL",14803,"Pave","NP","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1971,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",825,"GasA","Gd","Y","SBrkr",0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",2,495,"Y",0,66,0,0,0,"NP","GdWo","NP",0,6,2006,"WD ","Normal",190000
"RL",10659,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,"Hip","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",1050,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,368,"Y",0,319,0,0,0,"NP","NP","NP",0,1,2006,"COD","Normal",136500
"RL",9100,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",864,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",2,624,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2006,"WD ","Normal",129900
"RL",8393,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,2005,"Gable","CompShg","MetalSd","BrkFace","TA","TA","CBlock","TA",1626,"GasA","Ex","Y","SBrkr",0,0,2,0,4,2,"TA",8,"Typ",0,"NP","Attchd",2,588,"Y",272,54,0,0,0,"NP","NP","NP",0,6,2006,"WD ","Family",145000
